SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513262,ST.STR.WHEEL,B ,Q,697.00,709.70,673.70,700.15,696.00,691.55,310,1691,1172102.00,
513269,MAN IND.(I) ,B ,Q,80.50,83.20,80.50,81.65,81.90,79.85,400,27144,2222503.00,
513303,MODERN STEEL,X ,Q,3.27,3.27,3.00,3.27,3.27,3.13,11,5349,16999.00,
513305,TERRASCOPE  ,X ,Q,1.70,1.80,1.70,1.73,1.73,1.78,17,30441,52700.00,
513307,SYNTHIKO FOI,XT,Q,25.20,25.20,23.95,25.00,25.00,25.20,3,11,271.00,
513309,GOLKONDA    ,Z ,Q,9.84,9.84,9.84,9.84,9.84,9.38,7,2048,20152.00,
513335,METALFORGE  ,T ,Q,5.40,5.67,5.40,5.67,5.67,5.40,21,12546,70361.00,
513343,GRAND FOUND ,B ,Q,1.90,1.90,1.90,1.90,1.90,1.96,3,4000,7600.00,
513349,AJMERA      ,B ,Q,108.25,116.90,108.25,112.95,112.65,111.15,245,9497,1073574.00,
513353,COCHIN MIN. ,X ,Q,111.30,111.30,106.25,108.10,108.95,107.70,65,6328,685245.00,
513361,ISW LTD     ,XT,Q,0.75,0.75,0.69,0.73,0.73,0.72,108,115107,81357.00,
513369,RAJKUMAR FRG,X ,Q,51.50,51.50,39.00,41.00,44.80,43.00,17,1096,44113.00,
513375,CARBORUNDUM ,A ,Q,507.15,525.00,503.05,508.50,505.95,500.60,635,7798,4017394.00,
513377,MINERAL&METL,A ,Q,39.75,42.00,39.75,41.45,41.25,40.20,953,281156,11549348.00,
513397,VALLABH STEL,X ,Q,9.00,9.00,9.00,9.00,9.00,9.00,1,10,90.00,
513401,ASHIANA ISP.,X ,Q,12.07,12.07,12.07,12.07,12.07,11.50,1,1,12.00,
513430,MAITRI      ,XT,Q,6.14,6.14,6.14,6.14,6.14,5.85,1,10,61.00,
513434,TATA METALIK,A ,Q,870.00,915.90,856.50,903.05,903.05,875.50,2384,104285,93364913.00,
513436,SHAH ALLOYS ,T ,Q,9.06,9.51,9.06,9.51,9.51,9.06,32,37553,356855.00,
513446,JSWISPL     ,B ,Q,33.00,34.50,31.75,33.90,33.90,33.30,321,143960,4735608.00,
513452,ELANGO INDUS,XT,Q,2.10,2.10,2.10,2.10,2.10,2.20,1,60,126.00,
513456,KANISHK ST. ,XT,Q,10.50,10.50,10.50,10.50,10.50,10.00,7,1206,12663.00,
513460,MAHALAXMI SM,Z ,Q,3.02,3.02,3.02,3.02,3.02,3.02,3,100,302.00,
513472,SIMPLEX CAST,X ,Q,14.55,15.00,14.55,15.00,15.00,15.00,8,790,11796.00,
513488,SH.STEEL WIR,X ,Q,22.90,25.00,21.60,23.95,23.95,22.20,34,6287,150456.00,
513502,BARODA EXTR.,XT,Q,0.90,0.90,0.90,0.90,0.90,0.91,17,4560,4104.00,
513509,KALYANI FORG,T ,Q,190.00,190.00,190.00,190.00,190.00,200.00,4,76,14440.00,
513511,PANCH.STEEL ,X ,Q,43.55,45.70,41.40,43.75,45.60,43.55,36,2684,117126.00,
513515,S.R.INDUS.  ,XT,Q,3.10,3.10,3.10,3.10,3.10,3.24,1,100,310.00,
513517,STEELCAST   ,X ,Q,142.00,144.40,137.70,144.15,144.40,137.50,20,1548,217190.00,
513519,PITTIENG    ,B ,Q,64.90,66.00,64.45,65.75,65.75,63.80,165,95060,6236651.00,
513528,GLITTEK GRAN,X ,Q,1.44,1.44,1.44,1.44,1.44,1.44,1,340,489.00,
513532,PRADEEP MET.,X ,Q,36.20,37.95,35.10,37.15,37.95,36.00,38,3775,137523.00,
513536,GNRL        ,XT,Q,12.75,13.66,12.36,12.75,12.75,13.01,38,4150,54100.00,
513540,T.N.STEEL TU,P ,Q,9.99,10.15,9.99,10.15,10.15,9.87,2,200,2014.00,
513548,SHARDA ISPAT,XT,Q,56.15,57.00,52.00,56.80,56.80,54.50,25,998,56312.00,
513554,MAHA STEEL  ,B ,Q,79.85,83.00,77.05,79.70,80.95,81.05,129,4202,335232.00,
513566,NOVA IRON&ST,XT,Q,7.40,7.88,7.40,7.51,7.51,7.51,10,791,5940.00,
513599,HIND.COPPER ,A ,Q,132.30,143.00,131.40,139.30,139.30,131.30,4702,541389,73481573.00,
513605,SRIPIPES    ,A ,Q,173.20,174.95,167.40,174.40,174.95,166.80,468,8361,1440162.00,
513683,NLCINDIA    ,A ,Q,48.15,48.70,47.85,48.05,48.05,47.90,316,60753,2926511.00,
513687,SPECTRA IND.,XT,Q,2.36,2.47,2.36,2.47,2.47,2.36,4,346,843.00,
513691,JMT AUTO LTD,T ,Q,2.45,2.49,2.33,2.42,2.42,2.45,49,22983,55402.00,
513693,KIC METALIKS,X ,Q,32.00,32.90,31.25,31.45,31.40,31.65,12,1665,53097.00,
513709,SHILP GRAVUR,X ,Q,90.40,90.40,84.00,87.60,87.65,88.00,63,4214,365007.00,
513713,WHITEORG    ,X ,Q,4.15,4.15,3.91,4.09,4.09,4.00,87,15377,61815.00,
513729,ARO GRANITE ,B ,Q,39.40,40.00,38.00,39.95,40.00,38.50,29,1310,51736.00,
514010,HIM.FIBRES  ,XT,Q,1.80,1.80,1.72,1.72,1.72,1.81,11,572,987.00,
514030,DEEPAK SPINN,X ,Q,96.00,97.90,94.05,97.00,97.00,95.35,43,2692,258342.00,
514034,JBF IND.LTD ,B ,Q,17.91,17.91,17.71,17.91,17.91,17.06,173,221099,3958830.00,
514036,LOY.TEX MILL,X ,Q,490.00,495.00,490.00,495.00,495.00,494.90,10,102,49990.00,
514043,HIMAT.SEIDE ,A ,Q,141.95,144.15,135.65,138.50,138.50,141.60,260,7934,1110152.00,
514045,BSL LTD.    ,B ,Q,37.00,37.00,34.00,34.65,34.65,35.00,71,2581,89369.00,
514087,PBM POLYTEX ,X ,Q,52.45,52.45,48.20,52.35,52.35,49.70,13,385,19138.00,
514128,KONARK SYN. ,XT,Q,7.98,7.98,7.98,7.98,7.98,8.39,6,1502,11985.00,
514140,SURYAVA SPIN,X ,Q,7.53,7.53,7.53,7.53,7.53,7.67,1,74,557.00,
514142,TT LTD.     ,B ,Q,44.75,45.30,44.75,45.30,45.30,46.95,9,30,1343.00,
514162,WELSPUN (I) ,A ,Q,80.00,80.00,77.20,77.45,77.45,77.75,765,97629,7664761.00,
514165,IND.ACRYLICS,X ,Q,9.99,10.32,9.76,9.99,10.01,9.91,136,30126,301172.00,
514167,GANESH ECOSP,B ,Q,546.05,557.10,544.00,548.40,546.00,540.50,85,1067,585439.00,
514171,CEETA IND.  ,XT,Q,7.39,7.39,7.39,7.39,7.39,7.77,2,101,746.00,
514175,VARDHMAN POL,B ,Q,18.50,18.50,16.80,16.80,16.80,17.00,23,2385,40640.00,
514183,BLA ROS IND ,X ,Q,170.00,179.90,165.10,170.20,171.05,170.80,2156,96944,16733977.00,
514211,SUMEET INDUS,T ,Q,6.62,6.63,6.20,6.45,6.45,6.32,171,76052,495962.00,
514215,BINNY LTD.  ,XT,Q,114.00,115.90,111.50,113.10,113.90,110.45,40,4152,471469.00,
514223,RAMGOPAL POL,XT,Q,1.16,1.20,1.15,1.16,1.16,1.16,4,2607,3069.00,
514234,SANGAM INDIA,T ,Q,79.80,81.00,78.10,80.90,80.90,77.45,17,1934,154871.00,
514240,KUSHIND     ,X ,Q,1.60,1.60,1.60,1.60,1.60,1.60,2,28,44.00,
514264,SEASONS TEXT,XT,Q,6.25,6.25,5.94,5.94,5.94,6.25,5,2800,16674.00,
514266,ZENITH FIBRE,X ,Q,40.85,40.85,37.60,38.25,38.15,39.20,18,2054,78611.00,
514272,BHILWARA SP.,X ,Q,14.25,14.25,14.25,14.25,14.25,14.25,3,385,5486.00,
514274,AARVEE DENIM,B ,Q,24.25,24.80,21.85,22.50,22.50,24.25,141,31728,711728.00,
514286,ASHIMA LTD. ,B ,Q,15.45,16.35,15.25,15.35,15.25,16.00,116,17376,267191.00,
514300,PIONEER EMB ,B ,Q,39.10,41.80,39.10,40.20,40.20,38.95,385,5204,211092.00,
514302,VIPPY SPIN. ,X ,Q,42.30,48.90,42.30,42.30,42.30,42.30,14,449,19123.00,
514312,JAY HIND SYN,XT,Q,2.90,3.00,2.90,2.97,3.00,2.90,12,3232,9522.00,
514322,KAMADGIRI   ,X ,Q,28.95,28.95,25.00,25.80,25.90,28.50,56,4042,104982.00,
514326,PATSPIN INDI,B ,Q,4.35,4.95,4.35,4.95,4.95,4.51,2,1027,5052.00,
514332,NEOINFRA    ,X ,Q,15.20,15.20,15.20,15.20,15.20,15.30,2,193,2933.00,
514354,PREMIER POLY,B ,Q,31.65,37.85,31.65,34.80,34.80,34.60,47,5812,207632.00,
514358,EVERLON SYN.,X ,Q,10.95,10.95,10.95,10.95,10.95,11.30,3,501,5485.00,
514360,KRRAIL      ,X ,Q,13.60,14.24,13.60,14.21,14.21,14.15,9,256,3557.00,
514394,AJIL        ,X ,Q,27.50,29.55,27.50,29.10,29.10,27.50,26,961,28039.00,
514400,GARWARE SYN.,X ,Q,6.74,6.74,6.74,6.74,6.74,6.42,12,9770,65849.00,
514418,MANORG      ,X ,Q,495.00,508.90,485.00,502.95,503.00,497.30,351,13217,6597146.00,
514428,HINDU.ADHESI,X ,Q,111.90,114.95,106.05,109.05,109.00,102.90,14,5174,583979.00,
514442,SRI KPR IND ,X ,Q,12.91,12.91,10.57,11.50,11.50,11.74,16,5962,64034.00,
514448,JYOTI RESINS,X ,Q,502.55,516.45,485.00,491.75,491.75,495.45,113,1464,732485.00,
514450,MAHA.RUBTECH,X ,Q,36.50,39.00,35.55,38.65,38.65,34.95,6,411,15581.00,
514454,SOUTH.LATEX ,XT,Q,4.79,4.79,4.79,4.79,4.79,5.04,3,200,958.00,
514460,OSWAL YARNS ,XT,Q,3.42,3.59,3.42,3.59,3.59,3.59,5,752,2588.00,
514470,WIMSOME TEXT,T ,Q,29.00,29.00,26.70,27.80,27.80,27.95,9,100,2766.00,
515008,MOD.INSUL.  ,XT,Q,43.30,45.95,42.15,44.50,44.50,44.35,39,8471,375408.00,
515030,ASAHI IN.GLA,A ,Q,314.75,323.35,309.10,320.50,318.15,313.20,452,9812,3080390.00,
515037,MURD.CERAM  ,B ,Q,18.60,19.45,18.50,19.35,19.45,18.20,97,10468,197990.00,
515043,SAINT-GOBAIN,X ,Q,63.00,63.95,61.75,63.00,63.00,62.45,383,92481,5772557.00,
515055,ANANTRAJ    ,B ,Q,49.10,51.75,48.25,49.65,49.50,50.75,462,50968,2529801.00,
515085,RESTILE CER.,X ,Q,2.00,2.11,2.00,2.11,2.11,2.00,4,1251,2518.00,
515093,MADHAV MARB.,B ,Q,46.95,51.00,46.50,48.55,49.85,46.75,109,3851,189251.00,
515145,HIND.NAT.GLS,T ,Q,32.40,32.40,30.75,31.85,32.00,32.35,62,10179,317357.00,
515147,HALDYN GLASS,X ,Q,29.80,30.75,29.80,30.45,30.30,30.20,326,64077,1935500.00,
516003,DUROPLY     ,X ,Q,49.75,49.75,42.25,45.80,45.80,46.35,51,9537,437040.00,
516007,MANGALAM TIM,B ,Q,10.53,10.53,10.53,10.53,10.53,10.67,1,8,84.00,
516016,SHREYANS IND,B ,Q,88.00,93.00,88.00,92.45,90.60,90.25,110,5695,515610.00,
516020,AGIO PAPER  ,XT,Q,1.91,1.91,1.91,1.91,1.91,2.00,1,50,95.00,
516022,STAR PAPER  ,B ,Q,112.05,117.50,112.00,115.60,115.00,114.35,265,11781,1343036.00,
516030,YASHPAKKA   ,X ,Q,80.00,85.00,80.00,83.80,83.70,80.40,328,45531,3802646.00,
516064,ARROWGREEN  ,T ,Q,69.00,72.40,67.10,67.20,67.20,69.10,23,944,64895.00,
516072,VISHNU CHEM ,B ,Q,288.00,295.00,278.95,281.45,281.45,289.85,247,3290,931747.00,
516082,N.R.AGARWAL ,B ,Q,226.55,229.00,217.10,219.00,218.90,220.40,241,1983,440502.00,
516086,SH.RAJES.PAP,XT,Q,1.76,1.76,1.76,1.76,1.76,1.85,4,7780,13692.00,
516092,3PLAND      ,B ,Q,9.70,9.86,9.41,9.78,9.86,10.05,82,13929,133002.00,
516096,SANGAL PAPER,XT,Q,71.85,75.40,70.05,75.10,70.30,71.85,15,1953,143817.00,
516098,VENTURA TEXL,X ,Q,3.58,3.58,3.58,3.58,3.58,3.41,5,752,2692.00,
516108,S.I.PAPER   ,X ,Q,79.30,83.80,79.30,82.75,83.00,81.80,27,971,79790.00,
516110,SCANDENT    ,XT,Q,15.70,16.00,15.70,16.00,16.00,16.00,6,60,959.00,
517015,VINDHYA TELE,A ,Q,814.10,826.35,807.00,823.85,823.90,810.30,124,657,536032.00,
517035,RUTTONSHA IN,XT,Q,52.25,54.00,50.00,52.00,52.00,52.30,9,2203,116071.00,
517041,ADORWELDING ,B ,Q,319.00,326.70,319.00,319.15,319.70,319.50,275,1015,324019.00,
517044,INT.DATA MAN,XT,Q,4.49,4.49,4.49,4.49,4.49,4.50,2,101,453.00,
517059,SALZER ELEC ,B ,Q,122.05,128.00,120.55,122.95,128.00,121.70,146,2994,366692.00,
517063,JETINFOTRAN ,X ,Q,40.55,40.55,38.55,38.55,38.55,40.55,2,6,241.00,
517077,INDAGIV COMM,XT,Q,21.60,21.60,21.60,21.60,21.60,22.70,3,200,4320.00,
517096,APLAB LTD.  ,X ,Q,16.00,16.00,16.00,16.00,16.00,16.00,4,200,3200.00,
517119,PCS TECH    ,X ,Q,5.30,5.33,4.56,4.78,4.77,4.89,26,5208,25583.00,
517146,USHA MART.LT,A ,Q,35.25,40.05,35.25,38.70,38.55,37.25,684,167625,6478667.00,
517166,SPEL SEMICON,XT,Q,13.81,14.20,13.22,14.13,14.18,13.83,101,26299,363847.00,
517168,SUBROS LTD. ,A ,Q,296.10,303.00,296.10,298.65,301.00,299.15,149,1105,331066.00,
517174,HONEYWELL   ,A ,Q,43220.25,43680.70,42908.95,43169.40,43360.00,43154.80,83,174,7525799.00,
517201,SWITCH.TECH.,X ,Q,36.40,36.40,36.40,36.40,36.40,34.75,1,175,6370.00,
517206,LUMAX IND   ,B ,Q,1589.65,1622.00,1587.00,1607.90,1608.00,1610.75,159,555,890247.00,
517214,DIGISPICE   ,T ,Q,40.45,44.35,40.45,40.45,40.45,42.55,127,33245,1349280.00,
517230,PREM.AU.ELEC,Z ,Q,15.33,15.33,13.87,14.24,13.90,14.60,131,28170,422180.00,
517236,CALCOM VISIO,XT,Q,25.70,25.70,25.70,25.70,25.70,27.05,1,5,128.00,
517238,DYNAVISION  ,XT,Q,64.00,64.00,64.00,64.00,64.00,64.25,1,70,4480.00,
517246,BCC FUBA    ,XT,Q,18.10,18.10,18.10,18.10,18.10,18.45,5,4100,74210.00,
517258,PRECISION EL,XT,Q,32.85,32.85,32.85,32.85,32.85,31.30,8,655,21516.00,
517264,FINELINE CI ,X ,Q,26.05,28.80,26.00,27.05,27.05,26.25,15,3791,104392.00,
517271,HBL P SYS   ,B ,Q,31.40,33.05,31.30,32.40,32.65,31.30,266,28263,913611.00,
517273,S&S POWER SW,T ,Q,20.90,21.90,20.90,21.80,21.80,22.00,5,212,4611.00,
517288,GUJARATPOLY ,X ,Q,6.57,6.60,6.57,6.60,6.60,6.90,6,1029,6763.00,
517300,GUJ.IND.POW.,A ,Q,74.75,75.40,73.90,74.15,74.15,74.25,221,18051,1342127.00,
517330,CMI LTD.    ,T ,Q,44.45,45.55,42.55,44.75,44.95,44.45,15,1758,76281.00,
517334,MOTHERSON SS,A ,Q,200.50,212.65,200.50,211.50,211.50,200.55,5001,686910,142811339.00,
517344,MINDTECK (I),B ,Q,46.80,47.50,45.75,46.80,46.80,45.80,55,1726,80471.00,
517354,HAVELLSINDIA,A ,Q,1003.00,1028.15,981.00,1023.75,1026.00,994.00,3807,132354,133299456.00,
517356,ACI INFOCOM ,X ,Q,0.33,0.33,0.33,0.33,0.33,0.34,23,57369,18931.00,
517370,INCAP LTD.  ,XT,Q,20.05,20.05,18.50,20.05,20.05,19.10,3,105,1950.00,
517372,GUJ.INTRUX  ,X ,Q,100.00,101.00,99.80,101.00,101.00,99.60,6,96,9601.00,
517380,IGARSHI MOT ,A ,Q,320.00,332.55,317.25,328.00,332.00,319.95,633,11191,3653141.00,
517385,SYMPHONY    ,A ,Q,1203.95,1240.00,1170.00,1204.30,1208.00,1197.40,1116,8807,10596954.00,
517393,VINTRON INF.,X ,Q,0.70,0.70,0.70,0.70,0.70,0.67,5,6315,4420.00,
517397,PAN ELECTR. ,XT,Q,6.11,6.60,6.11,6.60,6.60,6.30,4,1751,11188.00,
517415,LEE&NEE SOFT,XT,Q,3.20,3.20,3.00,3.20,3.20,3.05,52,11509,36634.00,
517417,PATEL AIRTEM,X ,Q,135.05,139.85,134.70,139.00,139.00,136.90,81,4590,623277.00,
517421,BFLYGANDHI  ,B ,Q,597.45,630.00,588.30,622.10,627.05,583.05,1542,19223,11875389.00,
517429,ATHENAGLO   ,XT,Q,38.80,38.80,38.80,38.80,38.80,40.80,1,500,19400.00,
517437,DUTRON POLY.,XT,Q,158.70,158.70,143.80,145.05,145.05,151.15,29,1453,226350.00,
517447,R.S.SOFTWARE,B ,Q,26.85,27.65,26.40,27.15,27.15,26.05,107,7707,209345.00,
517449,MAGNA ELECTR,X ,Q,157.00,159.85,157.00,158.00,158.00,154.00,16,1265,198776.00,
517463,LINAKS MICRO,XT,Q,0.76,0.76,0.70,0.70,0.70,0.73,5,2100,1506.00,
517477,ELNET TECH. ,X ,Q,124.90,124.95,118.70,122.55,122.30,122.10,32,985,121415.00,
517494,ACCEL       ,XT,Q,15.50,15.95,14.80,15.00,15.00,15.55,45,12888,195525.00,
517498,WEBELSOLAR  ,B ,Q,43.00,44.25,42.50,43.65,44.25,42.40,145,13151,569139.00,
517500,ROTO PUMPS  ,X ,Q,138.00,145.95,136.50,144.25,144.25,136.65,400,34383,4863355.00,
517506,TTK PRESTIGE,A ,Q,7160.00,7637.95,7160.00,7499.15,7477.35,7304.85,295,668,5035694.00,
517514,DHINDIA     ,X ,Q,15.40,15.41,15.40,15.41,15.41,14.86,2,2,30.00,
517522,RAJ GLO WIR ,B ,Q,796.45,817.95,774.00,784.15,774.00,780.50,41,158,124842.00,
517530,SURANATP    ,B ,Q,4.15,4.26,4.00,4.08,4.05,4.17,19,4588,18651.00,
517536,ONWARD TECHN,B ,Q,119.35,121.00,113.50,115.25,116.30,116.20,296,7066,830520.00,
517544,CENTUM ELEC ,B ,Q,408.30,408.30,385.00,392.95,392.60,385.55,77,298,116745.00,
517546,ALFA TRANSFO,X ,Q,10.50,10.60,9.81,10.58,9.85,10.26,11,1329,13983.00,
517548,STARLITE COM,Z ,Q,2.19,2.41,2.19,2.19,2.41,2.30,12,1650,3657.00,
517554,NHCFOODS    ,X ,Q,6.67,6.67,6.20,6.20,6.20,6.15,11,654,4129.00,
517562,TRIGYN TECH ,B ,Q,64.00,69.00,64.00,67.95,67.45,66.15,160,7875,534524.00,
517569,KEI INDUST. ,A ,Q,520.00,527.25,500.30,502.80,503.10,524.05,709,8986,4575237.00,
517571,IMPPOWERS   ,B ,Q,12.91,12.91,12.01,12.01,12.01,12.00,5,524,6481.00,
518011,KEERTHI     ,XT,Q,94.95,96.50,88.00,89.90,92.45,91.95,28,1430,129070.00,
518029,GUJ.SIDH.CEM,B ,Q,34.50,35.00,34.00,34.60,35.00,33.75,131,7303,252295.00,
518075,SURAJ PRODUC,Z ,Q,36.60,36.60,36.60,36.60,36.60,38.50,6,1000,36600.00,
518091,ANJANI PORTL,B ,Q,208.00,211.75,206.65,209.55,207.90,208.05,261,3084,644182.00,
519003,MODINATURAL ,X ,Q,70.00,71.80,68.00,70.30,70.30,69.90,21,1524,105886.00,
519091,TASTY BITE  ,A ,Q,14230.00,14795.00,14101.00,14180.95,14200.00,14480.85,117,270,3881788.00,
519097,RITESH INTER,X ,Q,30.40,31.35,29.50,30.85,31.25,28.55,81,17715,549407.00,
519105,AVT NATURAL ,B ,Q,44.50,45.35,43.35,44.90,44.90,44.15,105,14896,661882.00,
519126,HIND.FOODS  ,B ,Q,1984.00,2035.50,1970.00,1973.80,1981.00,1980.65,339,927,1850997.00,
519136,NAHAR INDUST,B ,Q,43.60,44.65,43.60,44.25,44.65,41.35,5,85,3763.00,
519152,VADILAL ENT ,XT,Q,1760.00,1819.95,1733.70,1819.95,1819.95,1824.90,8,534,928666.00,
519156,VADILAL IND ,B ,Q,907.10,928.60,907.10,925.75,926.00,911.35,85,1223,1127314.00,
519174,ASHIANA AGRO,XT,Q,7.45,7.45,7.45,7.45,7.45,7.84,3,31,230.00,
519183,ADF FOODS LT,A ,Q,895.55,916.60,888.10,893.50,893.50,889.85,282,4523,4100317.00,
519191,RGRL        ,X ,Q,25.05,29.85,25.05,25.75,25.75,25.40,20,1854,47514.00,
519216,AJANTA SOYA ,X ,Q,78.90,82.15,67.00,76.75,77.30,77.35,161,16983,1286914.00,
519224,WILLIAM.MAGO,B ,Q,19.60,20.45,18.20,18.35,19.60,19.60,46,1194,22624.00,
519230,RICHIRICH   ,X ,Q,3.51,3.51,3.51,3.51,3.51,3.69,2,246,863.00,
519234,SIEL        ,XT,Q,17.00,18.10,17.00,18.00,18.00,17.25,6,3117,55981.00,
519260,SANWARIA    ,Z ,Q,0.64,0.69,0.64,0.68,0.68,0.67,250,682440,459232.00,
519262,PRIMA AGRO L,XT,Q,17.80,17.80,17.00,17.00,17.00,17.50,3,511,8695.00,
519285,TARAI FOODS ,XT,Q,3.75,3.77,3.75,3.77,3.77,3.86,2,50,187.00,
519287,MODERN DAIRI,X ,Q,10.28,10.44,9.90,10.42,10.42,9.96,37,8731,89615.00,
519295,BAMBINO AGRO,X ,Q,167.80,173.50,167.10,168.30,168.30,165.55,49,1363,229676.00,
519299,PRIME INDS. ,Z ,Q,5.60,5.60,5.60,5.60,5.60,5.48,2,13,72.00,
519307,VIKAS WSP   ,B ,Q,5.56,5.94,5.54,5.60,5.59,5.62,114,80236,450193.00,
519359,POONA DAL   ,X ,Q,33.00,37.85,33.00,36.70,36.20,32.85,94,13955,491795.00,
519367,TRANSGL.FOOD,X ,Q,158.95,158.95,143.10,158.95,158.95,158.95,28,490,76409.00,
519383,ANIK INDS   ,B ,Q,14.70,14.82,14.05,14.07,14.05,14.25,11,482,7015.00,
519397,SHARAT INDUS,XT,Q,27.85,28.40,27.85,28.40,28.40,28.40,2,2,56.00,
519421,KSE LIMITED ,XT,Q,2298.80,2298.80,2269.90,2275.25,2270.00,2273.95,46,371,843235.00,
519455,NARBADA     ,XT,Q,24.00,25.25,24.00,24.00,25.25,24.05,3,704,16897.00,
519457,VIRAT CRANE ,X ,Q,22.60,22.60,20.60,21.45,21.40,21.35,33,3656,77647.00,
519475,CHORDIA FOOD,X ,Q,108.00,108.00,100.10,100.10,100.10,103.00,5,76,8118.00,
519477,CIANAGRO    ,XT,Q,41.50,43.90,41.50,43.90,43.90,42.70,3,47,2058.00,
519483,TAI INDUST. ,XT,Q,10.20,10.64,10.20,10.23,10.64,10.64,7,1130,11545.00,
519500,BKV INDUSTRS,XT,Q,3.45,3.70,3.36,3.56,3.69,3.53,8,360,1280.00,
519532,ASIAN TEA   ,X ,Q,14.20,15.48,13.50,15.13,15.39,14.20,81,8738,122249.00,
519552,HERITGFOOD  ,A ,Q,322.95,332.50,319.00,320.35,319.90,319.80,391,10901,3574478.00,
519566,SIMRAN FARMS,XT,Q,76.70,76.85,74.80,76.85,76.85,73.20,73,7132,543068.00,
519588,DFM FOODS   ,A ,Q,341.25,348.10,341.25,343.85,341.80,339.45,116,665,228919.00,
519600,CCL PRODUCTS,A ,Q,260.00,260.00,232.30,239.60,241.00,232.65,181,3458,815671.00,
519602,KELLTONTEC  ,B ,Q,68.05,69.75,67.00,69.05,69.40,67.20,199,16118,1106158.00,
520008,RICO AUTO   ,A ,Q,37.50,40.50,37.00,40.05,40.05,37.15,488,72217,2828693.00,
520021,OMAX AUTOS. ,B ,Q,40.00,42.70,40.00,42.05,41.85,39.95,37,383,15527.00,
520043,MUNJAL SHOWA,B ,Q,135.80,140.95,135.20,139.90,140.00,135.15,50,1264,175222.00,
520051,JAMNA AUTO  ,A ,Q,68.60,69.40,66.30,68.10,67.90,68.20,427,35006,2377909.00,
520056,SUNDAR.CLAY ,A ,Q,2948.70,3186.75,2865.15,3114.30,3020.00,2964.75,90,291,858879.00,
520057,JTEKTINDIA  ,A ,Q,86.00,86.00,82.75,84.40,85.00,82.30,322,8122,683477.00,
520059,MUNAUTO     ,B ,Q,52.30,53.80,51.90,52.90,52.80,52.30,248,12222,641344.00,
520066,JAYBH.MARUTI,B ,Q,214.00,223.20,210.00,217.00,216.55,213.30,115,933,201867.00,
520073,RACLGEAR    ,X ,Q,245.00,245.00,228.30,231.75,231.75,231.25,250,7822,1849042.00,
520075,SAMKRG PIST.,X ,Q,150.45,152.75,143.75,144.40,145.85,145.00,94,5076,737177.00,
520086,SICAL LOG   ,B ,Q,13.41,14.15,13.11,13.26,13.34,13.79,183,160610,2129671.00,
520111,RATNAMNI MET,A ,Q,1997.75,2099.00,1997.00,2017.65,2014.70,1997.75,173,770,1571204.00,
520113,VESUVIUS IND,A ,Q,1025.00,1032.90,1000.00,1002.80,1003.75,1016.35,243,727,736901.00,
520119,AUTOMOTIVE S,T ,Q,31.30,33.30,31.30,33.05,33.05,32.85,4,520,16591.00,
520121,ARCEE INDUST,XT,Q,5.70,6.30,5.70,6.00,6.00,6.00,13,3542,21066.00,
520123,ABC INDIA   ,X ,Q,63.40,69.70,63.40,64.55,64.55,64.40,18,386,25869.00,
520127,BALURGHAT TE,X ,Q,8.26,8.26,8.25,8.26,8.26,8.30,9,1110,9157.00,
520141,SIBAR AUTO  ,X ,Q,8.70,8.70,7.91,8.32,8.32,8.32,39,8775,70477.00,
520151,SHREY SH LOG,B ,Q,74.00,77.95,74.00,75.50,75.25,74.25,126,3620,273315.00,
520155,STARLOG     ,X ,Q,15.50,15.50,13.51,15.37,15.50,14.39,21,921,13746.00,
521014,EUROTEX IND ,B ,Q,6.38,6.75,6.38,6.75,6.75,6.71,5,701,4520.00,
521016,INDO COUNT  ,A ,Q,127.10,128.50,124.50,126.15,126.00,125.60,1015,61355,7738734.00,
521018,MARAL OVERS ,T ,Q,31.65,32.75,31.65,32.75,32.75,33.05,13,1075,34401.00,
521034,SOMA TEXTILE,T ,Q,4.68,4.91,4.68,4.90,4.90,4.68,11,1550,7554.00,
521062,OCTAVE      ,X ,Q,1.13,1.13,1.13,1.13,1.13,1.08,1,1,1.00,
521064,TRIDENT     ,A ,Q,13.35,13.79,13.35,13.67,13.67,13.40,3918,1990489,27004536.00,
521070,ALOK INDS.  ,B ,Q,20.80,21.15,20.65,20.75,20.75,20.75,936,725289,15101121.00,
521080,PASARI SPIN ,XT,Q,1.60,1.60,1.54,1.54,1.54,1.54,2,11,17.00,
521082,SPENTEX INDS,Z ,Q,0.76,0.76,0.76,0.76,0.76,0.79,2,101,76.00,
521097,AMARJOTHI SP,X ,Q,97.75,101.00,97.75,100.10,100.10,99.10,24,1296,129213.00,
521105,OLYMPIA IND.,XT,Q,41.85,41.85,38.95,38.95,38.95,41.00,37,5332,208095.00,
521109,NAGREEKA EXP,B ,Q,17.20,18.00,16.45,17.65,17.35,18.25,22,4009,68032.00,
521113,SUDITI IND. ,X ,Q,15.85,16.48,15.20,16.27,16.27,15.99,23,3961,63484.00,
521131,SBFL        ,X ,Q,5.85,5.85,5.85,5.85,5.85,5.85,2,100,585.00,
521141,ADITYA SPIN.,XT,Q,6.60,6.60,6.14,6.15,6.15,6.46,9,1368,8629.00,
