SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1311.00,1341.60,1309.00,1321.70,1321.70,1312.25,1328,9047,11949155.00,
500003,AEGIS LOGIS ,A ,Q,290.00,292.60,283.50,286.00,286.00,288.00,675,11114,3201558.00,
500008,AMAR RAJA BA,A ,Q,799.50,810.00,791.90,805.60,805.60,799.75,4099,59547,47676862.00,
500009,A.SARABHAI  ,X ,Q,18.90,19.40,18.65,19.00,19.00,18.55,121,26457,504818.00,
500010,HDFC        ,A ,Q,2420.00,2522.30,2413.50,2512.25,2512.25,2420.65,7368,88693,219101688.00,
500012,ANDHRA PETRO,X ,Q,58.75,62.05,56.70,61.20,61.40,59.10,1307,464655,28399564.00,
500013,ANSAL INFRAS,B ,Q,6.51,6.62,6.20,6.50,6.50,6.31,110,66117,428970.00,
500014,UTIQUE      ,X ,Q,1.90,1.91,1.90,1.90,1.90,1.85,16,11122,21138.00,
500020,BOM DYEING  ,A ,Q,68.95,69.70,68.25,69.35,69.35,68.20,1012,223156,15374406.00,
500023,ASIANHOTNR  ,B ,Q,64.30,67.30,62.40,62.60,65.10,64.90,34,690,43318.00,
500027,ATUL LTD.   ,A ,Q,7745.00,7921.15,7662.90,7755.40,7736.95,7746.50,371,736,5731092.00,
500028,ATV PROJECTS,XT,Q,4.18,4.40,4.18,4.40,4.40,4.21,15,4199,18045.00,
500031,BAJAJ ELECT.,A ,Q,1050.00,1070.05,1025.30,1058.45,1058.45,1046.35,577,3305,3480260.00,
500032,BAJAJHIND   ,A ,Q,6.23,6.34,6.17,6.28,6.28,6.18,394,489233,3065710.00,
500033,FORCE MOTR  ,A ,Q,1132.15,1143.10,1113.60,1133.55,1133.55,1121.95,239,1084,1224562.00,
500034,BAJFINANCE  ,A ,Q,4525.00,4776.15,4515.00,4727.40,4727.40,4512.95,23054,195490,910379081.00,
500038,BALRAM.CHINI,A ,Q,228.40,241.40,219.80,237.70,236.20,226.90,3052,202570,47040749.00,
500039,BANCO PROD. ,B ,Q,143.10,146.20,141.20,145.30,145.75,142.40,215,7798,1119875.00,
500040,CENTURY TEXT,A ,Q,455.00,468.10,448.95,459.30,457.50,455.15,772,21267,9746863.00,
500041,BANNARI AMAN,A ,Q,1645.00,1645.00,1580.95,1581.60,1595.00,1620.00,24,54,85469.00,
500042,BASF INDIA  ,A ,Q,1940.05,2157.30,1940.05,2115.20,2091.00,1942.50,1452,7654,15867504.00,
500043,BATA INDIA  ,A ,Q,1305.00,1331.00,1301.40,1313.95,1313.95,1306.25,2875,29835,39255405.00,
500048,BEML LTD    ,A ,Q,1165.00,1230.50,1141.00,1213.10,1213.10,1169.35,1088,21853,26200608.00,
500049,BHARAT ELECT,A ,Q,126.90,126.90,121.70,125.60,125.60,121.90,2077,279688,34606866.00,
500052,BHANSALI ENG,A ,Q,153.05,160.00,148.85,157.75,157.75,149.50,1080,68257,10628129.00,
500055,TATASTLBSL  ,B ,Q,55.00,56.80,54.50,56.50,56.50,54.50,1450,334951,18716034.00,
500058,BIHAR SPONGE,XT,Q,2.77,2.77,2.77,2.77,2.77,2.64,9,7200,19944.00,
500060,BIRLACABLE  ,B ,Q,57.50,58.65,57.30,58.35,58.25,57.40,58,3593,208593.00,
500067,BLUE STAR   ,A ,Q,851.20,890.55,851.20,865.45,860.00,868.30,1043,12203,10659557.00,
500068,DISA INDIA  ,X ,Q,4380.00,4825.00,4355.10,4792.30,4825.00,4490.25,74,675,3185510.00,
500069,BNK CAPITAL ,X ,Q,184.20,185.40,183.60,184.00,183.90,183.90,59,31980,5885954.00,
500074,BPL LTD.    ,B ,Q,21.75,22.50,21.75,22.20,22.05,21.80,60,5672,126499.00,
500078,OAL         ,B ,Q,654.00,723.00,654.00,715.50,715.50,684.15,852,6162,4361472.00,
500083,CENTURY EXT ,B ,Q,4.56,4.61,4.46,4.50,4.50,4.40,46,19950,90175.00,
500084,CESC LTD.   ,A ,Q,585.05,603.75,585.05,591.05,595.00,590.60,1768,59141,35118800.00,
500085,CHAMBAL FERT,A ,Q,222.00,228.30,222.00,225.35,225.35,224.80,641,29085,6553175.00,
500086,EXIDE IND.  ,A ,Q,175.55,180.85,175.55,179.35,179.45,176.25,2130,160848,28711430.00,
500087,CIPLA LTD.  ,A ,Q,928.00,932.40,878.25,885.20,885.20,903.00,15433,645614,581045613.00,
500089,DIC INDIA   ,B ,Q,383.65,397.65,383.60,384.70,386.25,391.10,27,269,104141.00,
500092,CRISIL LTD  ,A ,Q,1785.00,1876.85,1785.00,1851.50,1848.05,1817.95,712,3142,5763008.00,
500093,CGPOWER     ,B ,Q,71.00,73.00,71.00,71.00,71.00,74.70,3486,1202382,85743624.00,
500096,DABUR (I)   ,A ,Q,551.95,565.50,551.95,560.35,560.35,555.95,2988,111343,62504783.00,
500097,DALMIASUG   ,A ,Q,188.00,206.50,188.00,202.90,201.40,188.35,974,32132,6421565.00,
500101,ARVIND Ltd  ,A ,Q,63.00,64.30,61.10,63.85,63.80,61.10,1402,246181,15518332.00,
500102,BALARPUR IND,Z ,Q,1.11,1.12,1.05,1.09,1.10,1.09,207,521136,559492.00,
500103,BHEL        ,A ,Q,45.40,46.80,44.60,46.55,46.55,45.05,5567,3030370,138487294.00,
500104,HIND.PETRO  ,A ,Q,226.85,232.55,224.60,231.65,231.65,225.65,1122,96201,22111695.00,
500106,IFCI LTD    ,A ,Q,10.75,10.94,10.60,10.80,10.80,11.12,2376,499585,5373752.00,
500108,MAHA.TELE   ,B ,Q,15.65,16.60,15.25,16.20,16.20,15.95,1060,451567,7237357.00,
500109,MRPL        ,A ,Q,35.60,36.55,35.60,35.85,35.95,36.05,882,195759,7031858.00,
500110,CHENNAI PET.,A ,Q,94.85,96.70,93.85,95.75,95.75,93.30,279,17468,1670430.00,
500111,REL.CAP.    ,B ,Q,10.70,10.70,10.15,10.31,10.31,10.38,405,291055,2984518.00,
500112,STATE BANK  ,A ,Q,331.00,342.25,330.65,340.95,340.95,328.80,18665,2107512,708041395.00,
500113,STEEL AUTH. ,A ,Q,85.00,91.70,85.00,90.70,90.70,84.75,14194,4134391,363607253.00,
500114,TITAN       ,A ,Q,1520.00,1552.85,1517.25,1530.65,1530.65,1508.40,2631,52190,80155809.00,
500116,IDBI BANK L ,A ,Q,34.10,37.40,34.05,37.05,37.05,33.80,4480,2630819,94785188.00,
500117,DCW LTD.    ,B ,Q,29.35,30.15,28.65,29.85,29.85,28.85,797,274778,8129598.00,
500119,DHAMPUR SUGA,A ,Q,183.05,191.75,182.30,189.65,188.00,181.00,590,33307,6256413.00,
500120,DIAMINES&CHM,X ,Q,316.50,323.35,307.50,317.00,317.00,319.25,304,10186,3209320.00,
500123,ELANTAS     ,A ,Q,3648.50,3648.50,3477.15,3570.40,3580.00,3538.80,124,735,2602104.00,
500124,DR.REDDY'S  ,A ,Q,5200.00,5200.00,4750.00,4780.60,4780.60,4989.20,19977,166313,813550723.00,
500125,E.I.D.PAR   ,A ,Q,317.25,330.45,308.80,311.20,312.50,309.50,1070,33589,10720047.00,
500126,PGHL        ,A ,Q,6210.00,6300.00,6178.00,6235.80,6300.00,6192.60,101,147,912845.00,
500128,ELEC.CASTING,B ,Q,28.80,31.75,28.80,31.35,31.35,29.15,378,101188,3111932.00,
500133,ESAB INDIA  ,A ,Q,1825.00,1932.00,1791.35,1835.10,1845.00,1811.25,297,1442,2650664.00,
500135,EPL         ,A ,Q,216.90,216.90,211.40,213.90,213.90,212.85,687,17363,3701999.00,
500136,ESTER INDUS.,B ,Q,116.95,121.00,115.95,120.55,119.65,114.95,502,37051,4387529.00,
500142,FGP LTD.    ,XT,Q,1.67,1.67,1.67,1.67,1.67,1.70,1,500,835.00,
500143,P.H.CAPITAL ,X ,Q,28.05,28.05,28.05,28.05,28.05,29.50,1,13,364.00,
500144,FINOL. CABLE,A ,Q,360.20,379.00,360.20,373.45,373.45,359.95,821,8988,3320442.00,
500147,COCKERILL   ,X ,Q,811.00,828.80,805.50,814.10,812.00,809.60,21,242,197062.00,
500148,UFLEX LTD   ,A ,Q,367.50,373.65,353.80,364.50,366.80,359.05,864,21585,7848459.00,
500150,FOSECO INDIA,B ,Q,1182.05,1197.95,1181.00,1193.00,1193.00,1190.25,49,113,133580.00,
500151,GOLDEN TOB  ,B ,Q,39.60,40.05,35.05,38.50,38.30,37.80,70,6826,253089.00,
500153,GANESH BENZO,X ,Q,63.50,71.00,63.50,67.05,65.70,63.20,261,28170,1878279.00,
500159,METROGLOBL  ,X ,Q,58.65,58.65,54.15,57.35,57.35,54.50,14,1029,57843.00,
500160,GTL LTD.    ,B ,Q,5.66,5.66,5.25,5.38,5.30,5.31,123,26362,142075.00,
500163,GODFREY PH  ,A ,Q,882.35,893.50,880.00,885.20,883.85,882.35,204,1620,1434386.00,
500164,GODREJ IND  ,A ,Q,515.10,515.80,503.40,514.40,512.75,508.55,676,6770,3459933.00,
500165,KANSAI NERO ,A ,Q,566.00,583.45,558.35,565.50,563.00,577.90,725,11895,6743266.00,
500166,GOODRICKE   ,X ,Q,204.90,204.90,201.00,202.20,203.75,200.85,162,12759,2581311.00,
500168,GOODYEAR (I),A ,Q,895.70,895.80,886.10,889.40,889.00,892.80,121,615,547708.00,
500170,GTN INDUS   ,X ,Q,10.38,11.34,9.61,11.00,11.00,10.38,15,513,5163.00,
500171,GHCL LTD    ,A ,Q,224.05,231.45,215.35,217.25,220.00,220.75,909,30386,6789101.00,
500173,GFLLIMITED  ,A ,Q,66.60,80.50,66.60,70.40,70.40,70.75,1124,76953,5695731.00,
500174,GUJ.LEASE   ,B ,Q,2.60,2.60,2.60,2.60,2.60,2.60,1,61,158.00,
500179,HCL INFOSYS ,B ,Q,8.10,8.73,8.10,8.72,8.73,8.32,229,66295,571629.00,
500180,HDFC BANK   ,A ,Q,1369.00,1406.30,1360.75,1400.30,1400.30,1366.60,8237,231654,319742670.00,
500182,HEROMOTOCO  ,A ,Q,2795.00,2877.00,2775.00,2864.00,2864.00,2788.55,4296,38236,107977600.00,
500183,HFCL        ,A ,Q,23.80,25.05,23.65,24.55,24.55,23.95,1019,298069,7270978.00,
500184,HSCL        ,A ,Q,42.00,43.65,41.80,43.35,43.50,41.85,3406,7425962,316958963.00,
500185,HIND.CONSTN.,A ,Q,7.51,7.81,7.51,7.74,7.74,7.56,633,328830,2523132.00,
500186,HIND.OIL EXP,A ,Q,93.70,95.50,92.85,94.65,94.80,91.50,581,47163,4420641.00,
500187,HSIL        ,B ,Q,159.80,159.80,152.00,154.35,154.35,153.80,393,20347,3149146.00,
500188,HINDUS.ZI   ,A ,Q,296.25,302.15,291.00,292.00,292.00,294.80,2186,89907,26561785.00,
500189,NXTDIGITAL  ,B ,Q,442.00,473.85,442.00,469.85,462.05,460.05,5,44,20497.00,
500191,HMT LTD.    ,Z ,Q,27.55,30.45,27.55,30.20,30.45,29.00,67,9924,286981.00,
500192,PRAG BOSIMI ,XT,Q,1.60,1.66,1.60,1.60,1.60,1.60,12,2190,3506.00,
500193,HLVLTD      ,B ,Q,5.76,5.81,5.60,5.74,5.71,5.59,83,21838,124762.00,
500199,I.G.PETRO   ,B ,Q,434.65,447.90,430.00,440.45,438.00,435.85,362,4410,1928275.00,
500201,IND.GLYCOLS ,A ,Q,400.00,435.70,400.00,429.90,429.90,402.15,1279,26311,11124443.00,
500206,MARGO FIN   ,X ,Q,8.20,8.20,8.20,8.20,8.20,7.81,5,104,852.00,
500207,INDO RAMA   ,B ,Q,36.65,38.00,36.40,36.85,38.00,36.55,42,2847,104870.00,
500209,INFOSYS LTD ,A ,Q,1433.00,1435.95,1375.00,1398.60,1398.60,1425.80,40932,753247,1050610632.00,
500210,INGERSOLL   ,A ,Q,691.10,700.60,690.00,698.55,697.10,691.85,197,852,592809.00,
500211,INSILCO LTD.,X ,Q,7.04,7.14,5.80,6.81,6.90,6.76,212,47793,313968.00,
500212,INTEG.FIN.SE,XT,Q,29.45,29.45,29.45,29.45,29.45,29.45,3,43,1266.00,
500213,INTER.TRAVEL,X ,Q,59.90,60.00,56.80,59.85,59.85,58.35,76,7688,446954.00,
500214,ION EXCHANGE,A ,Q,1284.00,1300.00,1258.00,1278.25,1278.25,1268.95,858,17564,22548120.00,
500215,AGRO TECH FO,A ,Q,824.00,845.35,821.00,838.55,832.85,815.95,52,192,159042.00,
500219,JAIN IRRIG  ,A ,Q,17.55,18.25,17.55,17.95,17.95,18.25,486,486618,8706285.00,
500220,JASCH INDUST,X ,Q,59.00,62.75,59.00,61.05,60.55,57.90,131,21973,1339456.00,
500223,JCT LTD     ,X ,Q,0.93,0.99,0.89,0.99,0.99,0.90,455,1584000,1522580.00,
500227,JINDAL POLYF,A ,Q,737.00,789.00,737.00,760.00,763.00,767.65,1677,12718,9701039.00,
500228,JSWSL       ,A ,Q,607.90,633.00,604.20,630.40,630.40,604.20,17162,1053445,651546483.00,
500231,UMANG DAIR  ,B ,Q,58.75,58.75,54.40,57.30,57.30,55.50,20,3327,186529.00,
500233,KAJARIA CER.,A ,Q,881.00,916.00,881.00,901.10,901.45,900.30,791,46413,41880867.00,
500234,KAKATIYA CEM,B ,Q,175.85,183.90,175.05,179.20,178.00,174.80,72,1017,183729.00,
500235,KALYANI STEL,A ,Q,338.00,346.05,338.00,343.60,343.50,336.00,430,8472,2903398.00,
500236,KANELIND    ,XT,Q,1.23,1.23,1.13,1.13,1.13,1.18,3,704,845.00,
500238,WHIRLPOOL   ,A ,Q,2160.00,2213.90,2142.20,2182.55,2177.00,2155.70,568,2725,5947046.00,
500239,KG DENIM    ,X ,Q,27.95,27.95,25.55,27.15,27.15,26.85,93,32781,877474.00,
500240,KINETIC ENG.,XT,Q,39.60,41.25,39.60,40.00,40.90,41.50,19,6638,265753.00,
500241,KIRL.BROS.  ,B ,Q,249.45,249.45,228.15,231.20,228.85,227.55,247,4420,1045148.00,
500243,KIRL INDUS  ,B ,Q,1305.00,1305.00,1275.60,1301.60,1305.00,1283.05,34,133,173260.00,
500245,KIRL.FERROUS,B ,Q,181.10,189.70,176.00,184.10,184.10,181.25,502,13722,2489891.00,
500246,ENVAIN ELECT,XT,Q,29.90,29.90,29.85,29.85,29.85,31.20,4,150,4478.00,
500247,KOTAK MAH.BK,A ,Q,1730.00,1785.55,1725.00,1775.85,1775.85,1742.25,3639,60926,106716073.00,
500249,KSB         ,A ,Q,903.85,925.00,886.50,897.50,894.20,884.60,288,1454,1315906.00,
500250,L.G.BALKRISH,A ,Q,304.00,304.00,293.00,294.95,295.00,293.05,245,2682,791457.00,
500251,TRENT LTD.  ,A ,Q,716.95,732.65,711.40,730.05,729.10,719.50,1918,34707,25123242.00,
500252,LAXMIMACH   ,A ,Q,6457.00,6551.95,6300.00,6439.10,6400.00,6436.45,166,317,2034763.00,
500253,LIC HOUS.FIN,A ,Q,382.75,395.05,381.05,394.20,394.20,382.75,2401,1374989,530937977.00,
500257,LUPIN LTD.  ,A ,Q,1046.10,1057.40,1022.80,1037.15,1037.15,1045.75,3753,110697,115256993.00,
500259,LYKA LABS   ,T ,Q,25.00,27.30,24.80,26.80,26.80,26.00,45,6563,172941.00,
500260,RAMCOCEM    ,A ,Q,1054.45,1076.25,1041.90,1057.00,1054.20,1050.35,880,15645,16525728.00,
500264,MAFATLAL IND,X ,Q,90.00,90.00,86.20,87.30,87.30,89.70,36,1371,119364.00,
500265,MAH.SEAMLESS,A ,Q,270.55,277.85,269.10,269.50,269.25,270.00,236,2633,713688.00,
500266,MAH.SCOOTER ,A ,Q,3407.00,3512.00,3389.40,3494.10,3494.10,3347.55,75,159,549125.00,
500267,MAJESTIC AUT,X ,Q,96.75,104.25,96.75,99.30,99.00,99.50,26,1324,131202.00,
500268,MANALI PETRO,B ,Q,68.20,72.90,68.20,72.40,72.25,68.10,761,122446,8753920.00,
500271,MFSL        ,A ,Q,836.85,876.30,836.85,874.00,872.95,849.30,549,16043,13834203.00,
500279,MIRC ELECT  ,T ,Q,13.69,14.15,13.01,13.11,13.03,13.69,152,60431,803422.00,
500280,CENTURY ENKA,B ,Q,249.00,259.70,248.65,258.90,259.70,246.70,271,2744,700109.00,
500284,LORDS CHLORO,X ,Q,32.00,35.35,32.00,33.00,33.00,32.90,5,155,5156.00,
500285,SPICEJET LTD,A ,Q,65.10,70.30,65.10,68.25,68.25,66.35,2552,730992,49571709.00,
500288,MOREPEN LAB.,A ,Q,36.65,42.30,36.40,40.50,40.50,35.35,4267,2047072,79872126.00,
500290,MRF LTD.    ,A ,Q,79300.00,83000.00,79000.00,82698.30,82479.30,79354.60,1099,1312,106641343.00,
500292,HEIDEL CEM  ,A ,Q,231.25,234.95,229.05,232.55,233.10,231.30,265,6194,1434705.00,
500294,NCC         ,A ,Q,73.10,76.90,73.10,75.80,75.80,73.80,3300,1880642,141506908.00,
500295,VEDL        ,A ,Q,212.25,219.55,212.25,218.30,217.75,212.90,2340,326623,70488223.00,
500296,NAHAR SPG.  ,B ,Q,96.00,99.95,95.95,99.00,99.00,98.80,52,1492,146679.00,
500298,NAT.PEROXIDE,A ,Q,2599.00,2780.00,2575.10,2743.30,2743.30,2551.45,2576,23667,63047843.00,
500300,GRASIM IND. ,A ,Q,1362.00,1406.00,1362.00,1392.35,1392.95,1376.65,2246,162168,226946482.00,
500302,PEL         ,A ,Q,1640.00,1726.75,1639.55,1715.00,1718.45,1629.20,3456,59062,100344157.00,
500304,NIIT LTD.   ,A ,Q,169.00,179.15,169.00,173.40,173.55,169.30,1431,61710,10774149.00,
500306,JAYKAY      ,XT,Q,42.25,43.95,42.25,42.25,42.25,43.10,503,390685,16557894.00,
500307,NIRLON      ,A ,Q,269.00,276.00,267.20,267.20,267.20,268.00,56,8253,2208358.00,
500312,ONGC CORPN  ,A ,Q,98.05,102.50,98.05,102.05,102.05,98.05,5549,1006548,102263117.00,
500313,OIL COUNTRY ,T ,Q,5.25,5.50,5.00,5.49,5.49,5.25,12,9361,48440.00,
500314,ORIENT HOTEL,B ,Q,23.55,23.95,23.05,23.20,23.20,22.90,27,3119,73341.00,
500317,OSWAL AGRO. ,B ,Q,9.70,9.75,8.86,9.48,9.57,9.21,96,13969,130641.00,
500319,INDIAN SUCRO,X ,Q,21.35,22.80,21.35,22.80,22.80,22.45,3,102,2180.00,
500325,RELIANCE    ,A ,Q,1925.00,1940.15,1918.35,1931.90,1931.90,1911.30,19829,265483,512650268.00,
500327,PILITA      ,B ,Q,16.40,16.40,15.50,15.80,16.00,15.65,54,29204,460629.00,
500330,RAYMOND     ,A ,Q,335.00,351.50,334.05,342.80,343.25,333.55,793,48006,16585828.00,
500331,PIDILITE    ,A ,Q,1849.10,1857.80,1791.05,1798.95,1802.60,1849.10,2031,23076,41994039.00,
500333,PIX TRANS   ,X ,Q,369.00,389.70,351.30,384.85,389.00,354.85,375,16444,6159208.00,
500335,BIRLA CORPN.,A ,Q,903.00,949.90,898.45,939.95,939.95,920.50,1008,11238,10413291.00,
500336,SURYA ROSHNI,A ,Q,355.00,370.10,354.00,363.75,363.75,354.05,1324,35833,13059388.00,
500337,PRIME SECUR.,T ,Q,42.30,45.75,42.20,42.30,42.30,44.30,8,156,6705.00,
500338,PRSMJOHNSN  ,A ,Q,118.50,124.50,117.05,121.35,121.50,119.40,451,19997,2424285.00,
500339,RAIN        ,A ,Q,151.95,156.85,150.75,154.40,153.40,150.50,2216,267014,40901138.00,
500343,AMJLAND     ,B ,Q,21.25,22.70,21.25,22.50,22.50,22.05,59,3604,80099.00,
500346,PUN.COMMUNI.,B ,Q,24.40,24.40,22.25,23.90,23.90,23.60,9,1199,29090.00,
500350,RSWM  LTD   ,B ,Q,179.35,183.00,177.55,179.05,179.00,179.35,60,3841,700574.00,
500354,RAJSH.SUGAR ,T ,Q,16.80,17.65,16.70,17.65,17.65,17.20,18,1325,22413.00,
500355,RALLIS INDIA,A ,Q,259.00,268.00,258.30,262.30,262.00,256.65,734,37371,9803395.00,
500356,RAMANEWS    ,B ,Q,15.20,15.20,15.10,15.10,15.10,15.00,13,806,12230.00,
500357,RAMA PAPER  ,XT,Q,14.47,14.47,14.47,14.47,14.47,14.47,2,101,1461.00,
500358,RAMA PETRO  ,XT,Q,3.50,3.50,3.30,3.30,3.30,3.45,11,2520,8676.00,
500360,RAPICUT CARB,X ,Q,25.25,25.90,25.25,25.80,25.85,25.25,9,97,2472.00,
500365,WELSPLSOL   ,X ,Q,15.00,15.39,14.50,14.66,14.62,14.73,167,128050,1908258.00,
500366,ROLTA (I)   ,B ,Q,4.01,4.19,3.84,4.15,4.15,3.89,251,189522,771834.00,
500367,RUBFILA INT.,X ,Q,57.65,59.70,57.65,58.40,58.60,57.95,85,7884,460345.00,
500368,RUCHI SOYA  ,B ,Q,652.00,675.00,641.00,661.20,665.00,657.15,743,4436,2910503.00,
500370,SALORA INT. ,XT,Q,39.05,39.05,39.05,39.05,39.05,39.05,2,210,8200.00,
500378,JINDAL SAW  ,A ,Q,71.50,74.40,71.50,73.85,73.85,71.60,664,77001,5641827.00,
500380,JK LAKSHMI  ,A ,Q,412.00,430.65,407.90,412.95,411.10,407.40,1392,32686,13657855.00,
500387,SHREE CEMENT,A ,Q,30149.00,30698.80,30138.80,30366.05,30315.05,29898.15,677,1515,46036579.00,
500390,REL INFRA   ,A ,Q,34.50,35.90,34.50,35.45,35.45,34.40,1377,355996,12496419.00,
500400,TATA POWER  ,A ,Q,92.75,96.30,91.60,95.80,95.80,92.20,14943,5018997,474105339.00,
500402,SPMLINFRA   ,B ,Q,10.35,10.35,9.79,9.83,9.87,10.05,42,14099,140706.00,
500403,SUNDARAM FAS,A ,Q,690.05,719.00,690.05,708.60,710.25,698.30,553,4769,3387792.00,
500404,SUNFLAG IRON,A ,Q,62.85,66.35,62.55,65.80,65.90,62.75,882,95102,6134934.00,
500405,SUPREME PET ,A ,Q,493.10,514.00,490.55,496.85,492.00,486.25,1156,17465,8729128.00,
500407,SWARAJ ENGIN,A ,Q,1320.70,1359.75,1315.00,1339.70,1350.00,1325.80,115,481,642550.00,
500408,TATA ELXSI  ,A ,Q,2918.90,2949.70,2801.00,2825.70,2825.70,2918.90,4839,41729,119314002.00,
500410,ACC LTD     ,A ,Q,1872.05,1901.65,1857.85,1880.40,1880.40,1888.20,1699,25363,47809408.00,
500411,THERMAX     ,A ,Q,1311.00,1356.30,1311.00,1335.70,1324.10,1340.10,155,842,1124360.00,
500412,THIRUMALAI  ,A ,Q,88.35,89.60,87.05,88.80,88.40,87.00,353,27857,2465927.00,
500413,THOMAS COOK ,A ,Q,44.55,46.25,44.55,45.95,45.75,45.90,434,45462,2076510.00,
500414,TIMEX GROUP ,X ,Q,32.25,38.55,32.25,38.55,38.55,32.15,701,384679,14271573.00,
500420,TORRENT PHAR,A ,Q,2579.15,2602.20,2547.10,2566.40,2580.30,2555.65,919,7827,20068383.00,
500422,TRANSCHEM   ,X ,Q,16.80,18.00,16.10,17.60,18.00,15.80,20,2043,34889.00,
500425,AMBUJA CEME ,A ,Q,301.50,308.80,298.50,302.20,303.00,305.00,2939,166536,50536870.00,
500426,UTLINDS     ,XT,Q,13.31,14.00,13.30,13.58,13.30,14.00,24,2703,36134.00,
500429,UNIPHOS ENT.,B ,Q,73.65,77.75,73.65,75.00,75.00,74.30,253,16390,1244717.00,
500439,VARD HOLDNG ,B ,Q,1749.90,1800.00,1600.05,1674.65,1713.00,1660.25,42,133,223009.00,
500440,HINDALCO    ,A ,Q,335.65,350.30,335.65,348.75,348.75,337.00,4455,421477,145119306.00,
500444,WEST COAS PA,A ,Q,203.30,215.45,203.30,209.30,209.00,208.95,446,10529,2216995.00,
500449,HIND.ORG.CHM,T ,Q,38.60,39.00,36.80,37.35,37.35,37.20,228,49653,1888648.00,
500456,PAS.ACRYLON ,X ,Q,14.00,14.80,13.80,14.51,14.51,14.00,106,14870,211910.00,
500458,KORE        ,XT,Q,1.82,1.82,1.73,1.75,1.75,1.82,4,68,122.00,
500459,PROCTER &GAM,A ,Q,13248.00,13645.00,13194.00,13531.80,13592.60,13166.00,106,193,2591362.00,
500460,MUKAND LTD. ,B ,Q,86.40,90.40,86.00,89.75,89.75,85.65,767,45725,4077524.00,
500463,AGCNET      ,B ,Q,1410.00,1501.50,1384.05,1403.00,1400.00,1456.85,331,3601,5080461.00,
500464,UCAL FUEL   ,B ,Q,140.00,140.60,136.80,138.85,138.85,138.10,190,5429,757845.00,
500467,HARR.MALAYAL,B ,Q,140.00,146.05,140.00,142.55,142.55,138.90,308,6144,879396.00,
500469,FEDERAL BANK,A ,Q,70.50,77.85,70.50,77.00,77.00,71.25,6475,2474165,185041719.00,
500470,TATA STEEL  ,A ,Q,859.90,881.60,849.00,878.95,878.95,851.35,14606,781633,678486844.00,
500472,SKF INDIA   ,A ,Q,2116.20,2164.75,2115.55,2137.90,2147.75,2144.45,153,946,2028752.00,
500477,ASHOK LEYL. ,A ,Q,112.90,115.80,111.50,115.30,115.30,112.25,9516,1502476,171067708.00,
500480,CUMMINS (I) ,A ,Q,815.00,843.60,797.00,839.80,842.00,819.20,1625,52578,43618911.00,
500483,TATA COMM   ,A ,Q,1085.00,1286.00,1085.00,1100.20,1103.90,1072.35,1740,24647,27615460.00,
500488,ABBOTT (I)  ,A ,Q,15159.80,15171.60,14873.65,14958.50,14974.95,15058.80,324,844,12629216.00,
500490,BAJ HOLD INV,A ,Q,3263.00,3374.35,3258.80,3347.55,3326.75,3283.20,445,1452,4832858.00,
500493,BHARAT FORGE,A ,Q,581.30,595.10,579.35,590.40,591.00,581.20,1488,51710,30370474.00,
500495,ESCORTS LTD.,A ,Q,1210.05,1242.00,1197.60,1233.70,1230.05,1215.35,3008,56096,68580129.00,
500500,HIND.MOTORS ,T ,Q,6.43,6.78,6.21,6.69,6.78,6.46,123,25351,166327.00,
500510,LARSEN & TOU,A ,Q,1345.10,1381.00,1345.10,1373.50,1373.50,1345.10,3231,85494,117106229.00,
500520,MAH & MAH   ,A ,Q,753.00,817.10,753.00,811.65,811.65,751.40,10084,379623,301208517.00,
500530,BOSCH LTD   ,A ,Q,13690.80,14030.00,13458.10,13895.20,13883.80,13690.75,924,2485,34126138.00,
500540,PREMIER LTD ,T ,Q,2.55,2.58,2.43,2.45,2.45,2.55,17,10667,26258.00,
500547,BHARAT PET. ,A ,Q,404.00,412.40,402.10,409.50,409.50,404.00,6294,356031,145475813.00,
500550,SIEMENS LTD.,A ,Q,1735.00,1786.35,1723.90,1768.80,1775.75,1729.80,1303,18445,32526876.00,
500570,TATA MOTORS ,A ,Q,287.70,304.50,280.55,302.70,302.70,286.60,73182,7813158,2289006734.00,
500575,VOLTAS LTD  ,A ,Q,960.00,969.75,946.20,959.35,959.35,951.40,3106,91953,87996339.00,
500620,GREAT EASTE ,A ,Q,287.40,293.00,281.55,287.70,287.70,284.05,643,15448,4449427.00,
500645,DEEPAK FERT.,A ,Q,242.25,249.75,240.10,245.25,245.25,240.75,1705,76988,18874153.00,
500650,EXCEL INDUST,A ,Q,801.00,838.00,786.95,830.70,822.00,802.80,704,4029,3317094.00,
500655,GARWARE POLY,X ,Q,723.95,723.95,680.00,712.60,705.65,706.85,468,14475,10142011.00,
500660,GLAXOSMITH  ,A ,Q,1460.35,1467.00,1445.25,1455.10,1459.20,1454.30,280,1350,1969317.00,
500670,GUJ.NARMADA ,A ,Q,292.05,314.00,292.05,310.65,309.10,296.90,1318,113290,34512831.00,
500672,NOVARTIS    ,A ,Q,590.15,594.00,582.00,587.00,586.50,578.55,103,1052,621322.00,
500674,SANOFI      ,A ,Q,8090.00,8177.95,7995.00,8038.65,8045.00,8097.85,512,1100,8861442.00,
